,level_0,index,game_date,release_spin_rate,release_spin_rate,release_spin_rate,release_spin_rate,release_spin_rate,release_spin_rate,release_spin_rate
,,,,FA,CH,FT,CU,SI,FS,FC
650,650,650,2018-05-11,,1765.3943089430895,2220.447727272727,2540.8449197860964,2150.635730858469,1406.3529411764705,2343.7916666666665
651,651,651,2018-05-12,,1815.3809523809523,2244.3882113821137,2485.908415841584,2084.4295302013425,1381.989010989011,2356.253424657534
652,652,652,2018-05-13,,1766.3203125,2148.087890625,2497.7151335311573,2132.8858560794047,1311.0,2337.7073170731705
653,653,653,2018-05-14,,1687.4634146341464,2194.2363636363634,2473.3644859813085,2164.4469273743016,1507.5,2305.9710144927535
654,654,654,2018-05-15,,1760.5260545905708,2176.159090909091,2487.4523809523807,2073.065445026178,1232.125,2392.3255813953488
655,655,655,2018-05-16,,1759.2467532467533,2207.02,2569.2422907488985,2094.7175572519086,1344.6140350877192,2308.0860215053763
656,656,656,2018-05-17,,1762.5896551724138,2198.440828402367,2415.2365591397847,2139.4700460829495,1583.878048780488,2329.445692883895
657,657,657,2018-05-18,,1697.8782816229118,2135.3333333333335,2500.52140077821,2124.8659574468084,1365.6857142857143,2309.626506024096
658,658,658,2018-05-19,,1773.6296296296296,2119.6066433566434,2507.600985221675,2123.7712418300653,1350.6666666666667,2408.387387387387
659,659,659,2018-05-20,,1766.9110169491526,2137.6592039800994,2505.858657243816,2065.669724770642,1346.592105263158,2360.7934272300467
660,660,660,2018-05-21,,1848.0110701107012,2175.704663212435,2526.67,2068.5416666666665,1493.4,2357.288888888889
661,661,661,2018-05-22,,1727.7945544554455,2206.9336384439357,2512.5046153846156,2088.555133079848,1300.3823529411766,2323.573002754821
662,662,662,2018-05-23,,1734.7976470588235,2166.2346723044398,2534.845117845118,2105.4964285714286,1370.9466666666667,2300.555944055944
663,663,663,2018-05-24,,1891.6114864864865,2193.3309608540926,2504.0570342205324,2126.9136690647483,1466.4137931034484,2465.980769230769
664,664,664,2018-05-25,,1798.9140969162995,2156.609302325581,2531.0119047619046,2131.5717539863326,1198.2142857142858,2382.9157088122606
665,665,665,2018-05-26,,1706.2166666666667,2143.1634980988592,2503.6345381526103,2054.5377358490564,1424.7142857142858,2343.3367346938776
666,666,666,2018-05-27,,1743.0767326732673,2223.2603550295858,2565.828178694158,2105.9076923076923,1492.6222222222223,2435.6175298804783
667,667,667,2018-05-28,,1725.0243902439024,2167.525316455696,2536.093896713615,2117.98085106383,1502.3023255813953,2308.326797385621
668,668,668,2018-05-29,,1777.7894736842106,2179.988950276243,2534.272463768116,2142.1942257217847,1424.909090909091,2311.598253275109
669,669,669,2018-05-30,,1744.5864811133201,2170.242489270386,2479.568093385214,2123.2316017316016,1332.3148148148148,2386.790055248619
670,670,670,2018-05-31,,1725.6061776061777,2113.1944444444443,2466.1195219123506,2132.6454183266933,1558.3333333333333,2339.9253731343283
671,671,671,2018-06-01,,1761.381974248927,2209.7815533980583,2584.6916426512967,2126.7548076923076,1307.9056603773586,2373.196296296296
672,672,672,2018-06-02,,1742.1035353535353,2153.6753246753246,2508.271028037383,2138.7402985074627,1375.5757575757575,2317.6176470588234
673,673,673,2018-06-03,,1731.4778554778554,2170.386473429952,2488.7980049875314,2066.7,1575.2571428571428,2312.2083333333335
674,674,674,2018-06-04,,1964.8958333333333,2180.055837563452,2543.214285714286,2183.2283950617284,1149.142857142857,2347.0833333333335
675,675,675,2018-06-05,,1763.198275862069,2096.841121495327,2425.942028985507,2144.1666666666665,1386.3,2316.8989547038327
676,676,676,2018-06-06,1818.2666666666667,1754.7971602434077,2173.0752688172042,2470.3918128654973,2079.1019830028326,1468.2083333333333,2282.378125
677,677,677,2018-06-07,,1732.424836601307,2169.390909090909,2490.0564516129034,2100.9080459770116,1208.7272727272727,2349.814960629921
678,678,678,2018-06-08,,1741.9840848806366,2174.866785079929,2531.2906976744184,2055.840978593272,1359.4745762711864,2405.925170068027
679,679,679,2018-06-09,,1849.4472361809046,2178.373873873874,2523.291560102302,2118.1573033707864,1486.089552238806,2280.378181818182
680,680,680,2018-06-10,,1716.8992628992628,2123.798449612403,2556.203125,2143.4594594594596,1311.4578313253012,2357.2175732217574
681,681,681,2018-06-11,,1748.9324324324325,2082.3150183150183,2286.150289017341,2110.620853080569,1331.6153846153845,2208.9888268156424
682,682,682,2018-06-12,,1834.0862422997945,2183.3809523809523,2571.515060240964,2057.746355685131,1383.2166666666667,2354.0423728813557
683,683,683,2018-06-13,,1789.9453441295548,2157.3944562899787,2451.88,2057.598615916955,1318.1584158415842,2377.2703703703705
684,684,684,2018-06-14,,1814.4657980456027,2234.115015974441,2458.063829787234,2109.8186813186812,1444.7368421052631,2305.046296296296
685,685,685,2018-06-15,,1701.694835680751,2156.641129032258,2525.3689839572194,2211.4023255813954,1491.9558823529412,2373.526645768025
686,686,686,2018-06-16,,1768.1555555555556,2088.8627968337732,2402.141025641026,2084.2775119617227,1292.8,2290.3866666666668
687,687,687,2018-06-17,,1814.601485148515,2166.959619952494,2501.2447129909365,2166.857482185273,1395.7936507936508,2314.0109289617485
688,688,688,2018-06-18,,1685.1214057507987,2121.411575562701,2544.042253521127,1970.225352112676,1431.9565217391305,2357.109375
689,689,689,2018-06-19,,1810.6565217391305,2182.5689045936397,2489.5235042735044,2084.2475884244373,1396.5121951219512,2338.0496183206105
690,690,690,2018-06-20,,1682.0261780104713,2140.507042253521,2430.796825396825,2175.5945330296126,1618.462962962963,2319.36917562724
691,691,691,2018-06-21,,1752.812244897959,2134.2395437262358,2437.409722222222,2074.094527363184,1303.6315789473683,2242.6388888888887
692,692,692,2018-06-22,,1738.119140625,2102.996015936255,2476.1270718232045,2085.018181818182,1434.3417721518988,2278.8754448398577
693,693,693,2018-06-23,,1782.8326086956522,2190.3519313304723,2482.993031358885,2054.528875379939,1401.904761904762,2363.075098814229
694,694,694,2018-06-24,,1807.4289099526065,2124.574324324324,2477.678899082569,2082.14406779661,1371.3658536585365,2327.257042253521
695,695,695,2018-06-25,,1709.3125,2163.957219251337,2520.8980582524273,2075.5505226480836,1391.25,2369.0481927710844
696,696,696,2018-06-26,,1730.2552083333333,2163.299703264095,2424.858657243816,2185.4836734693877,1394.198113207547,2328.904761904762
697,697,697,2018-06-27,,1751.830612244898,2162.066339066339,2470.057877813505,2112.2600619195046,1422.7380952380952,2304.6616915422887
698,698,698,2018-06-28,,1713.1114369501465,2124.4293785310733,2446.9257425742576,2055.5833333333335,1453.2121212121212,2321.5405405405404
699,699,699,2018-06-29,,1830.3972602739725,2153.7297297297296,2470.6202898550723,2047.3258706467661,1408.7222222222222,2326.753787878788
700,700,700,2018-06-30,,1786.2857142857142,2161.4778225806454,2523.3413978494623,2077.1702127659573,1419.4571428571428,2377.8275862068967
701,701,701,2018-07-01,,1714.0654911838792,2203.4075829383887,2562.190340909091,2160.5272277227723,1498.142857142857,2315.5833333333335
702,702,702,2018-07-02,,1739.5693215339234,2140.438596491228,2484.770642201835,2087.439446366782,1473.7142857142858,2400.0
703,703,703,2018-07-03,,1843.3317422434368,2123.695804195804,2545.1017369727047,2167.174846625767,1510.871794871795,2324.0876288659792
704,704,704,2018-07-04,,1744.2301587301588,2144.9767441860463,2481.3561643835615,2035.2059925093633,1442.107142857143,2395.264367816092
705,705,705,2018-07-05,,1793.0247349823321,2066.747747747748,2487.5251141552512,2120.8611111111113,1388.6923076923076,2343.977011494253
706,706,706,2018-07-06,,1722.2367149758454,2214.283582089552,2428.260752688172,2098.434090909091,1344.5535714285713,2277.4846625766872
707,707,707,2018-07-07,2143.7619047619046,1795.7727272727273,2174.6783369803065,2539.1052631578946,2151.182320441989,1524.9,2421.037037037037
708,708,708,2018-07-08,,1798.9063604240282,2128.4613686534217,2467.0323529411767,2109.0299145299145,1527.1309523809523,2280.370535714286
709,709,709,2018-07-09,,1882.6554621848738,2149.0460251046024,2483.2475247524753,2112.4717741935483,1507.0645161290322,2386.1296296296296
710,710,710,2018-07-10,,1750.835616438356,2160.9977272727274,2469.728,2089.030241935484,1579.904761904762,2391.69262295082
711,711,711,2018-07-11,2043.111111111111,1791.1674528301887,2185.7,2459.539568345324,2080.018181818182,1407.1549295774648,2306.0934579439254
712,712,712,2018-07-12,,1669.546357615894,2161.864406779661,2558.578231292517,2173.5527638190956,1507.75,2373.8505154639174
713,713,713,2018-07-13,,1742.9484536082475,2149.5394495412843,2506.1451104100947,2128.587852494577,1501.0576923076924,2343.970394736842
714,714,714,2018-07-14,1857.6764705882354,1830.4602888086642,2120.721577726218,2454.751445086705,2108.9522821576766,1496.7368421052631,2362.5563909774437
715,715,715,2018-07-15,,1787.5731414868105,2143.4221218961625,2494.823943661972,2086.338823529412,1421.2054794520548,2389.7894736842104
716,716,716,2018-07-19,,2002.9803921568628,2055.4242424242425,2570.6666666666665,2006.865671641791,1146.4,2329.625
717,717,717,2018-07-20,,1764.990361445783,2107.3684210526317,2515.2805907172997,2113.094043887147,1404.0222222222221,2317.8344155844156
718,718,718,2018-07-21,,1780.3514285714286,2194.6408839779006,2483.5695187165775,2096.7598152424944,1360.723404255319,2350.982683982684
719,719,719,2018-07-22,1639.92,1706.7041036717062,2116.4897959183672,2398.744680851064,2101.184971098266,1604.65625,2385.170731707317
720,720,720,2018-07-23,1419.5,1767.0208333333333,2133.2432432432433,2421.112676056338,2091.7479674796746,1316.4285714285713,2400.0933333333332
721,721,721,2018-07-24,,1804.0129032258064,2167.772093023256,2455.292993630573,2148.2371541501975,1363.3565217391304,2374.764367816092
722,722,722,2018-07-25,,1779.0228013029316,2147.529411764706,2531.5525525525527,2099.225165562914,1673.8333333333333,2391.370786516854
723,723,723,2018-07-26,,1724.6748633879781,2125.9386666666664,2582.368902439024,2114.858407079646,1438.1529411764707,2315.776119402985
724,724,724,2018-07-27,,1690.1942148760331,2120.8263772954924,2428.159663865546,2163.3176470588237,1380.1923076923076,2309.2950819672133
725,725,725,2018-07-28,,1757.4345794392523,2112.0533596837945,2516.294573643411,2014.6368286445013,1459.144927536232,2371.42523364486
726,726,726,2018-07-29,,1813.8621399176955,2184.230769230769,2374.9325153374234,2138.3351800554015,1314.4915254237287,2392.532710280374
727,727,727,2018-07-30,,1742.5418181818181,2115.3396226415093,2528.46,2213.25,1312.2903225806451,2287.366666666667
728,728,728,2018-07-31,,1797.416230366492,2163.0459518599564,2529.548302872063,2118.3695150115473,1533.0394736842106,2331.690476190476
729,729,729,2018-08-01,,1665.7317073170732,2142.6659192825114,2554.2631578947367,2052.9373134328357,1510.2586206896551,2366.597285067873
730,730,730,2018-08-02,1633.9117647058824,1797.8736559139784,2116.2365591397847,2438.3441734417343,2126.587467362924,1441.5625,2312.6958762886597
731,731,731,2018-08-03,,1820.0772357723577,2109.267441860465,2447.9067164179105,2113.6719160104985,1324.0454545454545,2401.816326530612
732,732,732,2018-08-04,,1864.7220843672458,2167.7392156862743,2534.039387308534,2143.394812680115,1470.25,2403.0709219858154
733,733,733,2018-08-05,,1755.5057034220533,2149.714285714286,2447.866894197952,2129.8109161793373,1344.7142857142858,2365.1033333333335
734,734,734,2018-08-06,,1694.5335968379447,2055.9147869674184,2387.8228346456694,2152.6008583690987,1294.1944444444443,2246.5508982035926
735,735,735,2018-08-07,,1686.5217391304348,2166.839916839917,2481.4276169265036,2102.523517382413,1594.4313725490197,2331.2078313253014
736,736,736,2018-08-08,,1807.5623678646934,2162.3824289405684,2440.5657142857144,2113.723849372385,1482.2745098039215,2397.58
737,737,737,2018-08-09,,1798.1421319796955,2060.6392857142855,2557.1457627118643,2204.483870967742,1295.3191489361702,2389.718614718615
738,738,738,2018-08-10,,1868.1042780748662,2139.1257668711655,2453.6495176848875,2144.7435233160622,1395.25,2375.954773869347
739,739,739,2018-08-11,,1721.6828193832598,2127.5935483870967,2466.6228956228956,2090.539603960396,1492.8260869565217,2331.9972752043595
740,740,740,2018-08-12,,1700.8450704225352,2158.903846153846,2424.163636363636,2117.6501901140687,1371.8545454545454,2271.5342019543973
741,741,741,2018-08-13,,1757.2749326145552,2155.002857142857,2415.9905362776026,2162.4246575342468,1273.9555555555555,2314.10625
742,742,742,2018-08-14,,1826.3367768595042,2180.7189409368634,2508.407960199005,2105.722991689751,1509.057142857143,2407.0048076923076
743,743,743,2018-08-15,,1809.7648456057007,2155.6452442159384,2493.460966542751,2092.948888888889,1343.8877551020407,2307.8779342723005
744,744,744,2018-08-16,,1701.348432055749,2037.2814207650274,2444.6976744186045,2038.6398104265402,1587.6904761904761,2323.4239130434785
745,745,745,2018-08-17,2430.3333333333335,1661.7994722955145,2144.4479166666665,2397.5750708215296,2127.732997481108,1325.8125,2380.4281045751636
746,746,746,2018-08-18,,1718.635346756152,2166.7332089552237,2519.7983425414363,2168.449519230769,1437.1,2301.8376623376626
747,747,747,2018-08-19,,1754.5104166666667,2195.635535307517,2493.3442136498516,2118.659420289855,1475.7843137254902,2336.176470588235
748,748,748,2018-08-20,,1821.3333333333333,2135.3834808259585,2506.633333333333,2145.3524590163934,1338.6739130434783,2457.869318181818
749,749,749,2018-08-21,,1815.8983050847457,2117.489270386266,2460.5438144329896,2010.6717391304348,1452.7029702970297,2351.287081339713
750,750,750,2018-08-22,,1796.3167848699763,2142.1473087818695,2473.748502994012,2137.242339832869,1349.8181818181818,2408.528888888889
751,751,751,2018-08-23,,1773.7015503875969,2178.25,2496.789256198347,2180.7150537634407,1371.25,2305.023474178404
752,752,752,2018-08-24,,1758.979498861048,2151.661224489796,2540.2694805194806,2181.55938697318,1530.611111111111,2331.0465838509317
753,753,753,2018-08-25,,1680.3256302521008,2171.377941176471,2596.9068010075566,2091.3413654618475,1504.2096774193549,2353.776119402985
754,754,754,2018-08-26,,1813.1402439024391,2113.3874755381603,2427.7043701799485,2133.856733524355,1359.139534883721,2351.8951965065503
755,755,755,2018-08-27,,1701.9454545454546,2200.7441860465115,2607.9887005649716,2089.0632183908046,1577.090909090909,2440.735632183908
756,756,756,2018-08-28,,1648.5911602209944,2099.196213425129,2490.417344173442,2110.314381270903,1481.8541666666667,2384.212121212121
757,757,757,2018-08-29,,1824.2609427609427,2153.461904761905,2444.952076677316,2110.014950166113,1479.865671641791,2297.5387755102042
758,758,758,2018-08-30,,1709.2259136212624,2193.717032967033,2530.948818897638,2150.6782608695653,1482.0,2305.5729166666665
759,759,759,2018-08-31,,1766.6916666666666,2134.041095890411,2572.440771349862,2095.170124481328,1468.5243902439024,2357.6560846560847
760,760,760,2018-09-01,,1864.045112781955,2162.542713567839,2472.5233644859813,2149.352409638554,1464.144927536232,2352.418181818182
761,761,761,2018-09-02,,1753.3619909502263,2156.889748549323,2525.5356200527704,2089.940568475452,1260.08,2415.4830508474574
762,762,762,2018-09-03,,1700.7219512195122,2132.3858585858584,2486.1272727272726,2123.3300248138958,1313.837837837838,2331.694362017804
763,763,763,2018-09-04,,1833.3508442776736,2149.6005586592178,2503.6624040920715,2116.084210526316,1595.5762711864406,2280.573684210526
764,764,764,2018-09-05,,1746.1964285714287,2142.784090909091,2580.1531791907514,2166.6912442396315,1360.4736842105262,2383.858407079646
765,765,765,2018-09-06,,1780.6835443037974,2058.9594594594596,2509.5352112676055,2072.3724137931035,1631.4857142857143,2364.3387096774195
766,766,766,2018-09-07,,1813.7748815165876,2186.2051282051284,2521.211604095563,2152.3992673992675,1408.121951219512,2315.051851851852
767,767,767,2018-09-08,,1758.1148936170214,2167.8140929535234,2507.953804347826,2099.4347826086955,1508.6842105263158,2389.3238095238094
768,768,768,2018-09-09,,1703.1581920903955,2171.168021680217,2444.1397849462364,2200.2727272727275,1286.7307692307693,2300.766666666667
769,769,769,2018-09-10,,1802.284090909091,2107.518382352941,2618.871287128713,2078.0298013245033,1650.3333333333333,2345.830845771144
770,770,770,2018-09-11,,1832.9795454545454,2151.2386363636365,2574.6296296296296,2093.597633136095,1369.9574468085107,2385.763736263736
771,771,771,2018-09-12,,1824.6497975708503,2143.021333333333,2511.632768361582,2155.3761194029853,1633.6703296703297,2331.6222222222223
772,772,772,2018-09-13,,1786.1337792642141,2204.5419847328244,2542.8311688311687,2090.0918032786885,1627.3181818181818,2316.177304964539
773,773,773,2018-09-14,1711.4117647058824,1753.0223214285713,2164.9144602851325,2516.9003021148037,2097.656826568266,1411.6,2447.4689655172415
774,774,774,2018-09-15,,1770.0443458980044,2161.0,2494.7728459530026,2135.225626740947,1456.8,2258.4876033057853
775,775,775,2018-09-16,,1838.8501070663813,2160.309090909091,2521.115606936416,2088.3918367346937,1525.2666666666667,2347.828767123288
776,776,776,2018-09-17,,1852.4505813953488,2147.7891156462583,2557.301639344262,2096.8117647058825,1518.2121212121212,2253.3471502590673
777,777,777,2018-09-18,,1800.7396226415094,2170.996153846154,2442.6129032258063,2149.4155844155844,1475.0,2397.2150943396227
778,778,778,2018-09-19,,1729.6990654205608,2172.970223325062,2540.6430868167204,2089.9575971731447,1333.8108108108108,2408.0
779,779,779,2018-09-20,,1846.3333333333333,2185.850909090909,2463.420382165605,2076.809090909091,1392.5402298850574,2393.326530612245
780,780,780,2018-09-21,,1834.613924050633,2147.0573566084786,2441.4166666666665,2136.3324175824177,1492.2333333333333,2318.6539923954374
781,781,781,2018-09-22,,1855.5,2154.564705882353,2552.5573122529645,2112.80204778157,988.2,2393.011049723757
782,782,782,2018-09-23,,1791.488160291439,2182.578651685393,2577.8408071748877,2098.2701030927833,1615.75,2328.479020979021
783,783,783,2018-09-24,,1820.4217877094973,2098.731861198738,2505.9250936329586,2157.622478386167,1492.0882352941176,2362.9471698113207
784,784,784,2018-09-25,,1751.6995967741937,2174.3201058201057,2542.2383900928794,2052.6393442622953,1246.1363636363637,2325.4355555555558
785,785,785,2018-09-26,,1802.4075546719682,2194.4812362030907,2436.2709497206706,2180.3660714285716,1431.9333333333334,2332.835978835979
786,786,786,2018-09-27,,1822.5511111111111,2095.7078651685392,2552.4978723404256,2115.7830687830688,1168.0,2425.8928571428573
787,787,787,2018-09-28,,1776.63126252505,2163.680894308943,2418.7577639751553,2075.091922005571,1357.121212121212,2282.738255033557
788,788,788,2018-09-29,,1862.203426124197,2163.167182662539,2540.9759615384614,2109.096842105263,1611.157894736842,2324.3809523809523
789,789,789,2018-09-30,,1762.5985037406483,2172.083950617284,2522.3112128146454,2083.047422680412,1408.5421686746988,2400.956989247312
790,790,790,2018-10-01,,1710.888888888889,2197.4430379746836,2241.5652173913045,2180.2,1511.75,2513.0333333333333
791,791,791,2018-10-02,,1926.2592592592594,2238.6341463414633,2671.5555555555557,2119.1304347826085,1435.0,2422.791044776119
792,792,792,2018-10-03,,1784.2,2157.9411764705883,2497.25,2242.2708333333335,1798.0,2542.054054054054
793,793,793,2018-10-04,,1791.532258064516,2164.8,2618.8709677419356,2335.730769230769,1653.0,2198.8947368421054
794,794,794,2018-10-05,,1887.9411764705883,2158.4268292682927,2602.144329896907,2206.5714285714284,1635.857142857143,2504.608
795,795,795,2018-10-06,,1740.1489361702127,2221.6315789473683,2789.590909090909,2067.0,1504.5757575757575,2331.285714285714
796,796,796,2018-10-07,,1851.027027027027,2250.455882352941,2607.0238095238096,2148.7391304347825,1435.125,2383.2258064516127
797,797,797,2018-10-08,,1793.2386363636363,2167.1046511627906,2564.206896551724,2143.603773584906,1694.0,2452.3636363636365
798,798,798,2018-10-09,,1939.5294117647059,2322.714285714286,2544.4666666666667,2030.909090909091,,2376.8809523809523
799,799,799,2018-10-12,,1765.4722222222222,2152.153846153846,2506.65,2171.5,,2334.3636363636365
800,800,800,2018-10-13,,1849.7674418604652,2089.3125,2696.714285714286,,1560.6666666666667,2267.304347826087
801,801,801,2018-10-14,,1811.3055555555557,2232.7714285714287,2368.157894736842,,,2191.85
802,802,802,2018-10-15,,1583.6666666666667,2088.2280701754385,,2080.8,,2635.285714285714
803,803,803,2018-10-16,,1760.0588235294117,2109.979797979798,2690.6288659793813,2253.6,1402.857142857143,2446.0405405405404
804,804,804,2018-10-17,,1945.948717948718,2166.440476190476,2785.4285714285716,2409.0,2177.0,2333.4
805,805,805,2018-10-18,,1793.5555555555557,2281.9375,2696.935483870968,,1562.0,2357.7916666666665
806,806,806,2018-10-19,,1658.625,2069.6666666666665,2629.3953488372094,2176.0,,2203.240740740741
807,807,807,2018-10-20,,1936.111111111111,2157.0,2360.0,2379.0,,2618.103448275862
808,808,808,2018-10-23,,1952.225806451613,2153.5454545454545,2451.32,,1386.0,2357.3333333333335
809,809,809,2018-10-24,,1759.342105263158,2153.675,2595.2916666666665,2191.0,1376.5,2128.285714285714
810,810,810,2018-10-26,,1824.5681818181818,2241.4,2452.842105263158,2211.4137931034484,1658.5,2580.7176470588233
811,811,811,2018-10-27,,1944.4642857142858,2171.1111111111113,2952.6923076923076,2195.0,,2423.2
812,812,812,2018-10-28,,1812.3225806451612,2271.344827586207,2488.8888888888887,2464.5,,2398.0714285714284
813,813,813,2019-03-28,,1765.2673684210527,2231.084375,2583.727011494253,2171.441935483871,1462.7297297297298,2369.0476190476193
814,814,814,2019-03-29,,1958.4409090909091,2162.3508771929824,2452.526066350711,2215.5879396984924,1376.4782608695652,2375.3863636363635
815,815,815,2019-03-30,1502.7169811320755,1699.717889908257,2213.4787644787643,2539.5533141210376,2095.7303609341825,1445.4383561643835,2354.3992805755397
816,816,816,2019-03-31,,1775.1603375527427,2197.804232804233,2475.331210191083,2165.3385579937303,1343.7532467532467,2322.275568181818
817,817,817,2019-04-01,,1835.487341772152,2181.7365591397847,2470.010989010989,2071.4767441860463,1533.7,2332.2722513089006
818,818,818,2019-04-02,,1777.8179347826087,2170.239436619718,2518.893203883495,2143.19209039548,1313.3529411764705,2344.156996587031
819,819,819,2019-04-03,,1891.9430051813472,2174.2579505300355,2539.1214689265535,2185.5561497326203,1316.2881355932204,2381.625
820,820,820,2019-04-04,,1648.7158671586717,2167.0387596899227,2568.6926605504586,2069.801801801802,1565.5714285714287,2406.6470588235293
821,821,821,2019-04-05,,1793.8272727272727,2202.574324324324,2502.0384615384614,2127.5231481481483,1590.8395061728395,2359.7737556561087
822,822,822,2019-04-06,,1768.5534351145038,2233.045602605863,2443.2796833773086,2152.8317757009345,1281.72,2308.6369863013697
823,823,823,2019-04-07,1452.6,1809.5675057208239,2207.599567099567,2546.212201591512,2174.251445086705,1307.3181818181818,2352.387622149837
824,824,824,2019-04-08,,1794.7962264150945,2147.4869109947645,2598.8465346534654,2109.476923076923,1532.0526315789473,2389.181818181818
825,825,825,2019-04-09,,1869.2,2183.4289940828403,2534.5985915492956,2168.6659292035397,1364.958904109589,2375.7461139896373
826,826,826,2019-04-10,,1848.7601078167115,2220.1674008810573,2507.656826568266,2132.9590909090907,1483.357142857143,2324.6846846846847
827,827,827,2019-04-11,,1803.3986013986014,2193.451923076923,2512.5173913043477,2120.275747508306,1521.8529411764705,2338.4065934065934
828,828,828,2019-04-12,,1758.7262180974478,2207.779527559055,2480.758208955224,2170.609120521173,1253.4883720930231,2341.8097014925374
829,829,829,2019-04-13,,1885.9490445859872,2229.581993569132,2584.559659090909,2133.6070175438595,1385.463157894737,2375.9221311475408
830,830,830,2019-04-14,,1767.8882978723404,2191.324786324786,2499.6631205673757,2134.268907563025,1462.1538461538462,2387.139442231076
831,831,831,2019-04-15,,1803.2019867549668,2166.0213675213677,2435.6015037593984,2176.0,1297.6078431372548,2363.08
832,832,832,2019-04-16,,1818.6025,2098.0515463917527,2531.0526315789475,2093.1666666666665,1498.82,2302.0751445086707
833,833,833,2019-04-17,,1734.4539682539682,2257.296296296296,2414.431906614786,2192.980281690141,1482.1592920353983,2355.3860759493673
834,834,834,2019-04-18,,1832.1871657754011,2204.672955974843,2549.556,2116.6625766871166,1310.3076923076924,2443.3793103448274
835,835,835,2019-04-19,,1819.647355163728,2153.7518248175184,2512.3025477707006,2074.4809384164223,1558.9354838709678,2346.3941018766754
836,836,836,2019-04-20,,1790.634980988593,2178.3560606060605,2511.025462962963,2162.390887290168,1520.4,2355.597744360902
837,837,837,2019-04-21,1921.2307692307693,1813.1879049676027,2218.08,2553.2576687116566,2156.8121546961324,1582.1875,2386.227906976744
838,838,838,2019-04-22,,1883.6925566343043,2179.105,2370.923076923077,2198.0467532467533,1384.85,2401.366336633663
839,839,839,2019-04-23,,1811.824480369515,2271.3253012048194,2577.376595744681,2083.993288590604,1582.90099009901,2401.8267148014443
840,840,840,2019-04-24,,1834.7351485148515,2176.3932346723045,2545.5606407322653,2141.734328358209,1800.7380952380952,2307.70802919708
841,841,841,2019-04-25,,1773.4071856287426,2207.816,2461.258426966292,2125.8634146341465,1579.0,2303.2272727272725
842,842,842,2019-04-26,1812.6666666666667,1850.5011441647598,2226.6553672316386,2612.5151515151515,2080.4409448818897,1478.125,2395.721153846154
843,843,843,2019-04-27,,1876.309381237525,2173.5258620689656,2486.341736694678,2160.973871733967,1697.34,2378.408396946565
844,844,844,2019-04-28,,1797.8659793814434,2152.419254658385,2490.4483516483515,2133.6068601583115,1290.5254237288136,2366.876712328767
845,845,845,2019-04-29,,1902.0972762645915,2220.1810089020773,2494.765625,2175.8351063829787,1526.3333333333333,2328.6162790697676
846,846,846,2019-04-30,,1830.6229885057471,2181.6519337016575,2485.757575757576,2130.2115384615386,1507.5409836065573,2316.783185840708
847,847,847,2019-05-01,,1754.5609318996417,2151.0650887573966,2543.9339853300735,2113.218954248366,1496.054054054054,2388.5348837209303
848,848,848,2019-05-02,2369.0434782608695,1722.946188340807,2166.8755980861242,2569.0672782874617,2107.5538461538463,1652.96,2319.989247311828
849,849,849,2019-05-03,,1873.142561983471,2134.3396825396826,2585.6666666666665,2119.251461988304,1561.078947368421,2395.136
850,850,850,2019-05-04,,1797.5913978494623,2233.3380952380953,2485.7659574468084,2157.2619647355164,1324.6222222222223,2263.9479553903348
851,851,851,2019-05-05,1904.25,1783.2546296296296,2212.744394618834,2468.084084084084,2067.5371179039303,1769.4117647058824,2385.881422924901
852,852,852,2019-05-06,1747.2,1865.21325648415,2204.6967213114754,2503.4748427672957,2193.363247863248,1587.7777777777778,2391.1111111111113
853,853,853,2019-05-07,,1743.5889830508474,2176.107558139535,2530.621301775148,2141.722222222222,1400.235294117647,2362.310483870968
854,854,854,2019-05-08,,1820.4197247706422,2191.7151335311573,2581.324538258575,2030.3417366946778,1372.516129032258,2466.9607843137255
855,855,855,2019-05-09,,1841.0859375,2166.00325732899,2587.1254612546127,2120.6650485436894,1658.6666666666667,2362.492700729927
856,856,856,2019-05-10,,1786.796,2234.2219101123596,2615.1721698113206,2121.807197943445,1490.6470588235295,2366.093247588424
857,857,857,2019-05-11,,1778.3375262054508,2203.773195876289,2444.648199445983,2196.01210653753,1391.9651162790697,2389.926056338028
858,858,858,2019-05-12,,1782.5360824742268,2145.6,2578.6604651162793,2101.0,1519.3636363636363,2358.2179930795846
859,859,859,2019-05-13,,1773.1989528795812,2181.1052631578946,2513.0140186915887,2121.3205128205127,1426.5555555555557,2391.818181818182
860,860,860,2019-05-14,,1793.6132478632478,2147.1411042944787,2497.941340782123,1990.012012012012,1255.0,2379.048951048951
861,861,861,2019-05-15,,1834.367303609342,2182.192105263158,2550.7927272727275,2183.6472727272726,1650.2459016393443,2405.7848605577688
862,862,862,2019-05-16,,1722.78025477707,2237.385714285714,2469.8715083798884,2099.7824267782426,1380.1176470588234,2372.718614718615
863,863,863,2019-05-17,1620.5882352941176,1802.268115942029,2209.7213541666665,2541.6317204301076,2119.7843137254904,1376.6666666666667,2308.1433566433566
864,864,864,2019-05-18,,1860.8416030534352,2093.6725663716816,2515.525059665871,2136.533512064343,1551.7524752475247,2428.8188153310102
865,865,865,2019-05-19,,1767.881118881119,2148.843853820598,2576.155844155844,2133.3351206434318,1518.8823529411766,2353.7224199288257
866,866,866,2019-05-20,,1766.131498470948,2168.991769547325,2461.026455026455,2080.8879668049794,1498.2666666666667,2355.544041450777
